gender,age,customer_id,became_member_on,income,became_member_year,became_member_month,membership_duration,age_categories,income_binned
1.0,60.0,65df8f20c8d94f7284c6e94556320a11,2017-09-06,93000.0,2017,9,323 days 00:00:00.000000000,50-59,90k-99k
1.0,83.0,21d4070aeb3b459580e2b21db2a2ed06,2018-04-20,89000.0,2018,4,97 days 00:00:00.000000000,80+,80k-89k
1.0,62.0,a0c952fc76bb439092c0b42031e7e63d,2017-10-10,104000.0,2017,10,289 days 00:00:00.000000000,60-69,100k-109k
0.0,22.0,ea967850f34c413fa2fda78e735bb46b,2017-10-17,43000.0,2017,10,282 days 00:00:00.000000000,20-29,40k-49k
0.0,46.0,15ce94fa75264b5ebfc65f5944c482a9,2016-04-26,56000.0,2016,4,821 days 00:00:00.000000000,40-49,50k-59k
0.0,58.0,f140769bf21e43f08ad81e9a482c0a11,2017-05-28,38000.0,2017,5,424 days 00:00:00.000000000,50-59,20k-39k
0.0,40.0,ad520f42370b4a419a99368fbad31e21,2017-10-05,70000.0,2017,10,294 days 00:00:00.000000000,30-39,60k-69k
0.0,49.0,eaa201c5a4e84aa49f25b659d3948444,2016-08-18,54000.0,2016,8,707 days 00:00:00.000000000,40-49,50k-59k
0.0,78.0,d4d584a66aa74834b342315859315a62,2017-10-08,74000.0,2017,10,291 days 00:00:00.000000000,70-79,70k-79k
0.0,35.0,03637e48ffda4bf9b73b079d03c0bbe3,2017-12-17,48000.0,2017,12,221 days 00:00:00.000000000,30-39,40k-49k
0.0,69.0,73d2f55a6c8240a2815efbe3ff95d171,2014-11-26,92000.0,2014,11,1338 days 00:00:00.000000000,60-69,90k-99k
0.0,23.0,34e19e3dc5ea431a810374298da4d28b,2017-11-24,74000.0,2017,11,244 days 00:00:00.000000000,20-29,70k-79k
1.0,18.0,df72761941ab427b9c8878508ad5814e,2013-10-07,53000.0,2013,10,1753 days 00:00:00.000000000,10-19,50k-59k
0.0,44.0,8296312262cd4cc19872e53ad1e10345,2017-06-24,47000.0,2017,6,397 days 00:00:00.000000000,40-49,40k-49k
0.0,54.0,ff80a43ecb34439491bd9ae1cff7c5fc,2014-02-04,57000.0,2014,2,1633 days 00:00:00.000000000,50-59,50k-59k
0.0,62.0,ce9cb5c521054dcc997b5170cf52a533,2015-01-08,55000.0,2015,1,1295 days 00:00:00.000000000,60-69,50k-59k
1.0,42.0,f01a231790994432b3b75fd610642776,2015-09-16,53000.0,2015,9,1044 days 00:00:00.000000000,40-49,50k-59k
1.0,97.0,5ca3fe3523ff45caa2f98bbc3f347000,2017-09-29,52000.0,2017,9,300 days 00:00:00.000000000,80+,50k-59k
0.0,63.0,0854b236fc3b422d88cee4cb6d44ce0c,2018-01-20,33000.0,2018,1,187 days 00:00:00.000000000,60-69,20k-39k
0.0,32.0,9cbcf7c2e556460db4d7d0ded51fc076,2016-06-04,53000.0,2016,6,782 days 00:00:00.000000000,30-39,50k-59k
0.0,71.0,0f1c35c45ffa45deb5f96ca742409dc1,2014-07-24,47000.0,2014,7,1463 days 00:00:00.000000000,70-79,40k-49k
1.0,30.0,6c4ff893f85842f9a2bb625fab182825,2018-01-08,66000.0,2018,1,199 days 00:00:00.000000000,20-29,60k-69k
0.0,39.0,0206e1388c34454caba2b7fce3123943,2017-06-04,71000.0,2017,6,417 days 00:00:00.000000000,30-39,70k-79k
1.0,65.0,dd2f15d3224349b3a54cbb4a91e89e0c,2016-05-17,66000.0,2016,5,800 days 00:00:00.000000000,60-69,60k-69k
0.0,75.0,ef79641ea67f41699a8a43855888f4f6,2014-06-24,86000.0,2014,6,1493 days 00:00:00.000000000,70-79,80k-89k
1.0,44.0,de0945c55cec445aa4d4132d3c6118d3,2016-03-10,100000.0,2016,3,868 days 00:00:00.000000000,40-49,90k-99k
0.0,50.0,9304ae638b864c549c3b24afc9f5dee4,2018-07-07,51000.0,2018,7,19 days 00:00:00.000000000,40-49,50k-59k
0.0,21.0,94d27d5fe61849dc9ea33de8352011a7,2018-07-03,43000.0,2018,7,23 days 00:00:00.000000000,20-29,40k-49k
0.0,72.0,e18a016634be4e16a9ab52c094fd9daf,2016-06-09,56000.0,2016,6,777 days 00:00:00.000000000,70-79,50k-59k
1.0,64.0,232aded1c7bc40f8baf89f8ea81706a4,2017-01-26,36000.0,2017,1,546 days 00:00:00.000000000,60-69,20k-39k
1.0,47.0,d2678b66cabe423390376ece655685c0,2016-12-18,55000.0,2016,12,585 days 00:00:00.000000000,40-49,50k-59k
1.0,71.0,2930ffc2783e420985e350bc5a52a4d1,2018-01-14,85000.0,2018,1,193 days 00:00:00.000000000,70-79,80k-89k
1.0,26.0,b91aa6f2987247d99ab23e291e3065d1,2016-05-17,41000.0,2016,5,800 days 00:00:00.000000000,20-29,40k-49k
1.0,36.0,1410e1ea947d4ee2853edbdc9ba89f08,2018-04-24,35000.0,2018,4,93 days 00:00:00.000000000,30-39,20k-39k
1.0,60.0,0cc00e05b6be41e78d8385f64ccb5e15,2016-09-13,118000.0,2016,9,681 days 00:00:00.000000000,50-59,110k-120k
1.0,49.0,d5059ee547a24f9a92c5c6c9892e469d,2016-08-04,53000.0,2016,8,721 days 00:00:00.000000000,40-49,50k-59k
0.0,38.0,8d8eb830eb21469a98fc037cbf5ebdcc,2018-07-22,50000.0,2018,7,4 days 00:00:00.000000000,30-39,40k-49k
0.0,45.0,6adfab79d9114248b0e7295149bf98d8,2018-04-22,43000.0,2018,4,95 days 00:00:00.000000000,40-49,40k-49k
0.0,47.0,533ebfc687094b419d7a1148cb9616bf,2017-03-29,70000.0,2017,3,484 days 00:00:00.000000000,40-49,60k-69k
0.0,45.0,a331d5262bd94e99a47119c3a92c7afd,2016-04-22,68000.0,2016,4,825 days 00:00:00.000000000,40-49,60k-69k
0.0,55.0,e21713d1cb024b369cec2380fe2bb723,2014-11-11,91000.0,2014,11,1353 days 00:00:00.000000000,50-59,90k-99k
1.0,50.0,daaa478470c54a9bb2a4c1d95b5a4e53,2017-05-15,66000.0,2017,5,437 days 00:00:00.000000000,40-49,60k-69k
0.0,24.0,67f1a9d497ee467ca2a679c84bb387a0,2018-05-09,70000.0,2018,5,78 days 00:00:00.000000000,20-29,60k-69k
1.0,51.0,c60af05a014f4a0fadfefdeae44312b5,2015-08-02,119000.0,2015,8,1089 days 00:00:00.000000000,50-59,110k-120k
1.0,49.0,0252aa6f0dee4585ba886945c60f48f5,2018-01-26,58000.0,2018,1,181 days 00:00:00.000000000,40-49,50k-59k
1.0,60.0,0c8cb8d4ccdd4aa2a9bb93c3bf4b3dc4,2018-01-05,78000.0,2018,1,202 days 00:00:00.000000000,50-59,70k-79k
1.0,53.0,c391f36b80484cdeab41cb227a862fef,2016-05-21,87000.0,2016,5,796 days 00:00:00.000000000,50-59,80k-89k
1.0,81.0,e791350673c44c749c90ca39d3b28b4c,2014-06-04,94000.0,2014,6,1513 days 00:00:00.000000000,80+,90k-99k
0.0,57.0,461f33f4bfad4209944e465e620039eb,2018-07-01,98000.0,2018,7,25 days 00:00:00.000000000,50-59,90k-99k
0.0,46.0,f930b6a55d964983b34daa04e80ba3bf,2014-07-17,58000.0,2014,7,1470 days 00:00:00.000000000,40-49,50k-59k
0.0,32.0,e3f56a59459a44469eaa6c12bc04afd8,2018-03-01,61000.0,2018,3,147 days 00:00:00.000000000,30-39,60k-69k
0.0,37.0,454587f835b74fa1aa422f76c57373c7,2016-01-27,99000.0,2016,1,911 days 00:00:00.000000000,30-39,90k-99k
1.0,51.0,a092308012d345749be1307a63acbae5,2017-08-30,86000.0,2017,8,330 days 00:00:00.000000000,50-59,80k-89k
0.0,58.0,fac959096aa4492db3b1114bc6f2cd27,2014-03-05,67000.0,2014,3,1604 days 00:00:00.000000000,50-59,60k-69k
0.0,51.0,6d5d3deb2fa5428dbed81510623b83e1,2018-06-30,65000.0,2018,6,26 days 00:00:00.000000000,50-59,60k-69k
0.0,34.0,140d73b7ee7d4d75aefe61b2d823d19e,2018-05-20,32000.0,2018,5,67 days 00:00:00.000000000,30-39,20k-39k
0.0,67.0,10f7af1a6eb943e58c133d1043866c35,2017-03-30,84000.0,2017,3,483 days 00:00:00.000000000,60-69,80k-89k
0.0,83.0,d36ea7c10f2b4e619e70265f1be8b041,2016-07-29,71000.0,2016,7,727 days 00:00:00.000000000,80+,70k-79k
1.0,22.0,13b05afb8c4249179074ce931636fc70,2017-08-17,64000.0,2017,8,343 days 00:00:00.000000000,20-29,60k-69k
0.0,55.0,3d9dd4ecd59c4b4db7b788d6c6d12126,2018-05-19,57000.0,2018,5,68 days 00:00:00.000000000,50-59,50k-59k
0.0,44.0,ec70faa2792f4ee19d67dca4957d285f,2018-02-17,43000.0,2018,2,159 days 00:00:00.000000000,40-49,40k-49k
0.0,23.0,9b1f748c79ae43bc93c10499159341f8,2018-06-28,38000.0,2018,6,28 days 00:00:00.000000000,20-29,20k-39k
0.0,57.0,e25246eda3e449d4be7ca3f32687042e,2016-09-30,69000.0,2016,9,664 days 00:00:00.000000000,50-59,60k-69k
0.0,45.0,02557fafcf334c30a22c312c5647f71a,2018-04-16,43000.0,2018,4,101 days 00:00:00.000000000,40-49,40k-49k
0.0,76.0,66a04ad46d83408ea8e2e28e8ccf3300,2016-11-23,85000.0,2016,11,610 days 00:00:00.000000000,70-79,80k-89k
1.0,61.0,beb7f9bb1096496fa4a369be8d0c6137,2018-02-03,105000.0,2018,2,173 days 00:00:00.000000000,60-69,100k-109k
1.0,54.0,435e8d41374d4c9ca365a90566f28e0a,2018-06-02,77000.0,2018,6,54 days 00:00:00.000000000,50-59,70k-79k
0.0,47.0,fab3921ad34343d28dfb70c6217a1072,2016-02-29,62000.0,2016,2,878 days 00:00:00.000000000,40-49,60k-69k
1.0,25.0,1fa45d0a243c4303b070877b7e161d85,2017-12-27,72000.0,2017,12,211 days 00:00:00.000000000,20-29,70k-79k
0.0,58.0,d711ee0002d943abbf0aec37ca338b1b,2017-03-04,54000.0,2017,3,509 days 00:00:00.000000000,50-59,50k-59k
1.0,50.0,a9ff6647d6ff4e628a01102474ecba1c,2016-07-08,63000.0,2016,7,748 days 00:00:00.000000000,40-49,60k-69k
1.0,36.0,e2ff7a79c8364932afc45e9799128d18,2016-10-25,46000.0,2016,10,639 days 00:00:00.000000000,30-39,40k-49k
1.0,55.0,f772418ae6a041e5b4238505c14df1d9,2016-12-24,71000.0,2016,12,579 days 00:00:00.000000000,50-59,70k-79k
0.0,37.0,3a810b40b5814e57ac6fb8ebebec9d3f,2018-04-20,56000.0,2018,4,97 days 00:00:00.000000000,30-39,50k-59k
0.0,53.0,398d2fec9c9f4d759c5565caf97d1f80,2015-12-21,87000.0,2015,12,948 days 00:00:00.000000000,50-59,80k-89k
0.0,68.0,92eaea9385cb46af8ca6fe47adb7e279,2017-04-01,33000.0,2017,4,481 days 00:00:00.000000000,60-69,20k-39k
0.0,34.0,0faa918444744117808623014e14ce7e,2015-04-29,52000.0,2015,4,1184 days 00:00:00.000000000,30-39,50k-59k
1.0,71.0,34133498709c4f2b95af0cc334171602,2015-12-29,98000.0,2015,12,940 days 00:00:00.000000000,70-79,90k-99k
0.0,68.0,11e648deac3b4a98ad5c10bb398fd393,2015-03-11,44000.0,2015,3,1233 days 00:00:00.000000000,60-69,40k-49k
0.0,20.0,85bed66eecbf4340af74bbf0a363e1e0,2015-09-17,66000.0,2015,9,1043 days 00:00:00.000000000,10-19,60k-69k
0.0,61.0,adc5dcc9dd1743b3b91f0fb4cc8f7cdf,2013-09-26,81000.0,2013,9,1764 days 00:00:00.000000000,60-69,80k-89k
1.0,36.0,6482dbabe4164aecbb83a3286a42ad29,2015-10-22,64000.0,2015,10,1008 days 00:00:00.000000000,30-39,60k-69k
1.0,72.0,0f1423b731ae48a2a82253abfc8d8c54,2017-10-11,118000.0,2017,10,288 days 00:00:00.000000000,70-79,110k-120k
1.0,22.0,5875bed7d3644a4db418a92e65dfc070,2015-10-07,37000.0,2015,10,1023 days 00:00:00.000000000,20-29,20k-39k
1.0,59.0,6349163e4f06471aa8aee64cd3aeccc1,2018-03-11,93000.0,2018,3,137 days 00:00:00.000000000,50-59,90k-99k
0.0,66.0,f08366a9813843d2affd5f79164c2669,2013-12-19,45000.0,2013,12,1680 days 00:00:00.000000000,60-69,40k-49k
0.0,49.0,60a1c4380a2744a5a73ff315147e073c,2016-07-11,68000.0,2016,7,745 days 00:00:00.000000000,40-49,60k-69k
0.0,24.0,016b37032984457fb33ba2767fcc8c9f,2014-05-18,56000.0,2014,5,1530 days 00:00:00.000000000,20-29,50k-59k
0.0,59.0,e7f06b97577c4528a34fb6b5c47cf277,2016-02-08,57000.0,2016,2,899 days 00:00:00.000000000,50-59,50k-59k
0.0,81.0,3149365bc86c4f71ad6c665df05e6f6f,2018-04-23,79000.0,2018,4,94 days 00:00:00.000000000,80+,70k-79k
0.0,19.0,f30a184f52714d5db004369913e5da91,2017-08-01,56000.0,2017,8,359 days 00:00:00.000000000,10-19,50k-59k
1.0,46.0,3236b3087cf1400290c121083d879efc,2017-07-28,81000.0,2017,7,363 days 00:00:00.000000000,40-49,80k-89k
0.0,30.0,5129a2a8e182466a9599c80e7226ea29,2015-01-10,40000.0,2015,1,1293 days 00:00:00.000000000,20-29,20k-39k
1.0,62.0,0bfc794e24c146ceb5c899579e77b940,2017-03-23,78000.0,2017,3,490 days 00:00:00.000000000,60-69,70k-79k
0.0,71.0,34b216d046e74a53adf47e99b819c882,2015-08-04,86000.0,2015,8,1087 days 00:00:00.000000000,70-79,80k-89k
1.0,37.0,5419d29bda4e48e68165a57e3e78370a,2018-07-20,56000.0,2018,7,6 days 00:00:00.000000000,30-39,50k-59k
1.0,33.0,58e87f3a869142f592332fbdf0181869,2015-09-11,47000.0,2015,9,1049 days 00:00:00.000000000,30-39,40k-49k
0.0,37.0,97469d07866748b5bd85df35643b9dca,2017-11-23,49000.0,2017,11,245 days 00:00:00.000000000,30-39,40k-49k
1.0,60.0,af1389c7049448c1a6c0dab6507e3c19,2017-08-29,82000.0,2017,8,331 days 00:00:00.000000000,50-59,80k-89k
0.0,52.0,bd35a0c619654fa28d2bc099d2f16b9e,2015-09-05,92000.0,2015,9,1055 days 00:00:00.000000000,50-59,90k-99k
0.0,92.0,9da5eab04268483ca929019de255c51f,2015-10-19,60000.0,2015,10,1011 days 00:00:00.000000000,80+,50k-59k
0.0,56.0,62e0a89f636546a784c46ed29e80393c,2018-02-19,58000.0,2018,2,157 days 00:00:00.000000000,50-59,50k-59k
1.0,57.0,a3409086ef1a41b9b62c6756c1c13b0f,2017-09-20,74000.0,2017,9,309 days 00:00:00.000000000,50-59,70k-79k
0.0,43.0,8c0641caa08e4a38b8a58c7643f3698e,2016-09-03,38000.0,2016,9,691 days 00:00:00.000000000,40-49,20k-39k
0.0,58.0,b923ef146c9d48518edc006f611f0f5c,2017-08-25,96000.0,2017,8,335 days 00:00:00.000000000,50-59,90k-99k
0.0,53.0,f5b4179544084392b364f21da3f7aa0e,2015-05-31,65000.0,2015,5,1152 days 00:00:00.000000000,50-59,60k-69k
0.0,38.0,8dde4b781285452389601b43a0ff09b0,2017-12-30,58000.0,2017,12,208 days 00:00:00.000000000,30-39,50k-59k
0.0,22.0,2c92470dae4648e6aa187fc5bf7668e8,2015-12-08,46000.0,2015,12,961 days 00:00:00.000000000,20-29,40k-49k
1.0,20.0,8d50d555f002482bacd7d80c68ae452c,2017-08-04,35000.0,2017,8,356 days 00:00:00.000000000,10-19,20k-39k
0.0,72.0,9538885fe02043ecab2b8788748bc30b,2015-09-19,117000.0,2015,9,1041 days 00:00:00.000000000,70-79,110k-120k
0.0,80.0,a091725845c84b5d99ebe066c5d18b34,2017-02-03,75000.0,2017,2,538 days 00:00:00.000000000,70-79,70k-79k
0.0,33.0,f49e624a9f79456ab29e3c19f4b8e8cf,2014-10-12,32000.0,2014,10,1383 days 00:00:00.000000000,30-39,20k-39k
1.0,30.0,6c9fc742d9d649f886b4f4767cc989dd,2017-10-02,47000.0,2017,10,297 days 00:00:00.000000000,20-29,40k-49k
0.0,42.0,37914e7098564748881057bfa6ffc070,2018-03-10,95000.0,2018,3,138 days 00:00:00.000000000,40-49,90k-99k
1.0,53.0,77a02de10fd64530a6ec57afdb17daa0,2017-11-23,71000.0,2017,11,245 days 00:00:00.000000000,50-59,70k-79k
0.0,63.0,2193267a91d747dfa7197bb39c78b2e5,2017-03-12,86000.0,2017,3,501 days 00:00:00.000000000,60-69,80k-89k
0.0,68.0,31a2d76eb6594488967214b82e762223,2017-03-22,87000.0,2017,3,491 days 00:00:00.000000000,60-69,80k-89k
0.0,30.0,5770f870cc264f5da99dc233025f2d83,2017-10-09,62000.0,2017,10,290 days 00:00:00.000000000,20-29,60k-69k
1.0,62.0,39d2d4db61e341bfa1387efa5f5125d3,2017-05-04,86000.0,2017,5,448 days 00:00:00.000000000,60-69,80k-89k
1.0,29.0,763fa29914a941f98d8b84b539b9afef,2016-02-12,33000.0,2016,2,895 days 00:00:00.000000000,20-29,20k-39k
1.0,49.0,752703458de14e35b72c8030b8548eab,2018-05-24,111000.0,2018,5,63 days 00:00:00.000000000,40-49,110k-120k
0.0,55.0,ea211c4dc01340f5a537edadab883244,2018-03-29,76000.0,2018,3,119 days 00:00:00.000000000,50-59,70k-79k
1.0,76.0,4208fdb8007e44f989539c206e9c277c,2017-07-06,103000.0,2017,7,385 days 00:00:00.000000000,70-79,100k-109k
0.0,22.0,bbbeb7c9d80649e79aa7a7862e1efc1c,2016-01-14,42000.0,2016,1,924 days 00:00:00.000000000,20-29,40k-49k
1.0,39.0,a328464197cf4c61a1f053fc28035a7c,2018-02-16,80000.0,2018,2,160 days 00:00:00.000000000,30-39,70k-79k
0.0,34.0,d12bcab81d0e4479817a2c0cbd9909a6,2017-09-04,53000.0,2017,9,325 days 00:00:00.000000000,30-39,50k-59k
0.0,50.0,2e8155ddda4f4f6683b9759ced75431f,2018-07-22,41000.0,2018,7,4 days 00:00:00.000000000,40-49,40k-49k
1.0,60.0,84771b14c92d4c299f9295d9a4ea0a14,2014-12-21,44000.0,2014,12,1313 days 00:00:00.000000000,50-59,40k-49k
0.0,63.0,f24138ccddcb46dcb316a5d09f17a50a,2018-03-15,54000.0,2018,3,133 days 00:00:00.000000000,60-69,50k-59k
0.0,32.0,e23d0189d573404e864a10ecd2817520,2016-11-16,57000.0,2016,11,617 days 00:00:00.000000000,30-39,50k-59k
0.0,42.0,65b016b2a4b5404187395c8ca9a8e00d,2018-06-12,59000.0,2018,6,44 days 00:00:00.000000000,40-49,50k-59k
1.0,25.0,db425a7d519f4b2eb851feff7a545667,2016-09-06,54000.0,2016,9,688 days 00:00:00.000000000,20-29,50k-59k
0.0,20.0,b7e641061b4345f1adfffffad7e7afdd,2016-03-03,31000.0,2016,3,875 days 00:00:00.000000000,10-19,20k-39k
1.0,70.0,7bbc25282b1c4f07a2c2bf2495b0f252,2018-02-15,92000.0,2018,2,161 days 00:00:00.000000000,60-69,90k-99k
1.0,59.0,b6d35c42216046cfb40d2154b8bfbe73,2016-07-31,67000.0,2016,7,725 days 00:00:00.000000000,50-59,60k-69k
0.0,58.0,e1baa8a62e8043a69374074dc6b09403,2013-11-10,61000.0,2013,11,1719 days 00:00:00.000000000,50-59,60k-69k
0.0,38.0,9f9651ad180f4b6291a58455eee9f2ff,2015-01-13,54000.0,2015,1,1290 days 00:00:00.000000000,30-39,50k-59k
1.0,56.0,f37e5fb31b894ab58fbbaae0e6d1f912,2018-05-25,96000.0,2018,5,62 days 00:00:00.000000000,50-59,90k-99k
1.0,32.0,9468b65cdffb44f88b038f53de5595ce,2018-03-06,37000.0,2018,3,142 days 00:00:00.000000000,30-39,20k-39k
1.0,58.0,073ff5dc4bee4e8c97ab421c19e50549,2017-12-25,30000.0,2017,12,213 days 00:00:00.000000000,50-59,20k-39k
0.0,22.0,88054a37ec84477a84a9473844069827,2014-08-21,60000.0,2014,8,1435 days 00:00:00.000000000,20-29,50k-59k
0.0,66.0,7b22cfa199094dafb728bc210cf0909a,2017-12-17,70000.0,2017,12,221 days 00:00:00.000000000,60-69,60k-69k
0.0,62.0,c6b488c23a9341499ceb9963abfdd3b2,2018-02-20,56000.0,2018,2,156 days 00:00:00.000000000,60-69,50k-59k
0.0,64.0,d8646eddea324b1eaa42bbe3b45769e1,2013-09-18,71000.0,2013,9,1772 days 00:00:00.000000000,60-69,70k-79k
1.0,63.0,058e76ac9080489993e6adfbb943fd8d,2016-07-23,95000.0,2016,7,733 days 00:00:00.000000000,60-69,90k-99k
1.0,71.0,192e253ecece40778a40ddc4aec12b1c,2017-08-22,80000.0,2017,8,338 days 00:00:00.000000000,70-79,70k-79k
0.0,66.0,7014f7a0150f47a8a187af8249c21bc5,2014-08-28,82000.0,2014,8,1428 days 00:00:00.000000000,60-69,80k-89k
1.0,51.0,a9f2f3b42bbb4808a43dba4eddc31e41,2017-07-23,87000.0,2017,7,368 days 00:00:00.000000000,50-59,80k-89k
0.0,65.0,19eff2554d094649a115ea5320dd9e8a,2018-02-13,90000.0,2018,2,163 days 00:00:00.000000000,60-69,80k-89k
0.0,54.0,8a25b97de310488ca4b84c0c11c7d410,2018-01-23,42000.0,2018,1,184 days 00:00:00.000000000,50-59,40k-49k
1.0,35.0,257ea016615b44b9ba7caca046d0261a,2015-09-20,54000.0,2015,9,1040 days 00:00:00.000000000,30-39,50k-59k
0.0,42.0,196707e58dd34889905f2c4c3089ed5a,2016-07-29,51000.0,2016,7,727 days 00:00:00.000000000,40-49,50k-59k
0.0,21.0,18d309bd61ca40b8b5885c8d3d11e83a,2018-02-25,34000.0,2018,2,151 days 00:00:00.000000000,20-29,20k-39k
1.0,65.0,d0730c86e9f34da1a8d458c28ab5bd49,2017-01-20,70000.0,2017,1,552 days 00:00:00.000000000,60-69,60k-69k
1.0,65.0,0d24afa153544549ac3117f32fdd9072,2016-02-13,60000.0,2016,2,894 days 00:00:00.000000000,60-69,50k-59k
0.0,50.0,7b1b0b6cbce6475ebb6c8945c29cd79f,2017-11-09,53000.0,2017,11,259 days 00:00:00.000000000,40-49,50k-59k
0.0,55.0,1bc9c50db8e849e78f6491bda9e9f7cb,2016-01-08,59000.0,2016,1,930 days 00:00:00.000000000,50-59,50k-59k
0.0,57.0,5627d082d908490aaac42034255a91b5,2015-09-23,58000.0,2015,9,1037 days 00:00:00.000000000,50-59,50k-59k
1.0,66.0,eb540099db834cf59001f83a4561aef3,2017-09-29,34000.0,2017,9,300 days 00:00:00.000000000,60-69,20k-39k
1.0,68.0,e4004aec99604b0585c76947dbec6b9e,2018-07-24,76000.0,2018,7,2 days 00:00:00.000000000,60-69,70k-79k
0.0,65.0,17886bc7528448fb92f70ff2c5676bac,2017-10-04,91000.0,2017,10,295 days 00:00:00.000000000,60-69,90k-99k
1.0,44.0,49295418cdfb40aba2dba760b44a0a08,2017-03-10,34000.0,2017,3,503 days 00:00:00.000000000,40-49,20k-39k
0.0,69.0,b857481919e44cf29b036eca3217d2da,2017-10-30,72000.0,2017,10,269 days 00:00:00.000000000,60-69,70k-79k
1.0,54.0,f87944dae046445aaa22f7665599a5eb,2018-01-23,70000.0,2018,1,184 days 00:00:00.000000000,50-59,60k-69k
0.0,39.0,8ba283a95f6c419daa338eccdd19e77d,2017-12-11,40000.0,2017,12,227 days 00:00:00.000000000,30-39,20k-39k
1.0,22.0,91c5a185b1c54958834e4f3fae8b31b4,2017-02-03,54000.0,2017,2,538 days 00:00:00.000000000,20-29,50k-59k
1.0,82.0,1e31fe91b54e41f98c146158fe404f1f,2016-10-02,59000.0,2016,10,662 days 00:00:00.000000000,80+,50k-59k
0.0,76.0,dfdd34f61d0645bca2d61e97073f134c,2017-10-20,59000.0,2017,10,279 days 00:00:00.000000000,70-79,50k-59k
0.0,20.0,6e62fe9276624cffa4c8f6ca0e41742d,2017-12-24,45000.0,2017,12,214 days 00:00:00.000000000,10-19,40k-49k
0.0,58.0,d863024f0db64e079769240173649f74,2015-05-27,90000.0,2015,5,1156 days 00:00:00.000000000,50-59,80k-89k
1.0,48.0,f9baaa05c8dd4474b975b5ac852e3a58,2018-01-19,70000.0,2018,1,188 days 00:00:00.000000000,40-49,60k-69k
0.0,37.0,7b566bc827bf4cc8bf4ceccee470731d,2018-05-16,32000.0,2018,5,71 days 00:00:00.000000000,30-39,20k-39k
1.0,60.0,5c59075ce60b48029123d6a466604e44,2017-08-30,37000.0,2017,8,330 days 00:00:00.000000000,50-59,20k-39k
0.0,32.0,1541564cf2d14ec0ab27872f19acc4ba,2017-05-29,50000.0,2017,5,423 days 00:00:00.000000000,30-39,40k-49k
0.0,65.0,e358542b39ab4000a673bcc6ff7a4c7d,2018-05-28,43000.0,2018,5,59 days 00:00:00.000000000,60-69,40k-49k
1.0,58.0,62d5b9f500494d5293e71f2be052962b,2016-10-16,92000.0,2016,10,648 days 00:00:00.000000000,50-59,90k-99k
1.0,36.0,fd77e2de07bc4c2bb93399f5d765198a,2016-02-07,70000.0,2016,2,900 days 00:00:00.000000000,30-39,60k-69k
0.0,65.0,a44050d518e8454e8c5fb7d47055e8e0,2018-01-20,73000.0,2018,1,187 days 00:00:00.000000000,60-69,70k-79k
0.0,37.0,5aff1ed327694a849b9b51e8125e2be9,2017-10-19,34000.0,2017,10,280 days 00:00:00.000000000,30-39,20k-39k
1.0,49.0,1e8afbff73494145a26f9b5475dfc9f6,2016-08-23,100000.0,2016,8,702 days 00:00:00.000000000,40-49,90k-99k
0.0,54.0,ad7ae900636d44eea472ecfa2b8dbd6f,2017-08-20,73000.0,2017,8,340 days 00:00:00.000000000,50-59,70k-79k
0.0,56.0,cc792ce461ae47349b1f017fa09a33e4,2018-04-23,52000.0,2018,4,94 days 00:00:00.000000000,50-59,50k-59k
0.0,78.0,fe945f721a16479fa241628d96213062,2015-01-02,52000.0,2015,1,1301 days 00:00:00.000000000,70-79,50k-59k
0.0,51.0,d7e3b10e486741ec81540edbf7d77c7c,2018-04-06,68000.0,2018,4,111 days 00:00:00.000000000,50-59,60k-69k
0.0,54.0,541c158d0fb041f69c9d457c0ca25ef2,2017-07-27,48000.0,2017,7,364 days 00:00:00.000000000,50-59,40k-49k
0.0,48.0,3fd1c26b6323485da797981fe792204c,2017-08-24,60000.0,2017,8,336 days 00:00:00.000000000,40-49,50k-59k
1.0,53.0,705644ad87c44c09bfc8162c85ec7368,2017-08-23,102000.0,2017,8,337 days 00:00:00.000000000,50-59,100k-109k
0.0,67.0,4d4b57c45d834cd79bf78f6fcc7c1c2c,2018-02-28,59000.0,2018,2,148 days 00:00:00.000000000,60-69,50k-59k
0.0,50.0,48a31c17273d476c87571c44ddf3e667,2018-03-01,37000.0,2018,3,147 days 00:00:00.000000000,40-49,20k-39k
1.0,59.0,70e5c106ec084acabc0644f12ced1069,2015-09-10,35000.0,2015,9,1050 days 00:00:00.000000000,50-59,20k-39k
1.0,66.0,2100a915e90a4078b87eefe030c6aba3,2018-04-23,52000.0,2018,4,94 days 00:00:00.000000000,60-69,50k-59k
0.0,62.0,e28ff05c85ee48f4b7d25eabfbd63f3a,2016-04-09,48000.0,2016,4,838 days 00:00:00.000000000,60-69,40k-49k
0.0,50.0,71b61cc2a3004060b66070ff75168a17,2016-09-21,31000.0,2016,9,673 days 00:00:00.000000000,40-49,20k-39k
1.0,56.0,1775c6a3acb04982b2c8c1d68c3da7d0,2017-11-04,51000.0,2017,11,264 days 00:00:00.000000000,50-59,50k-59k
0.0,76.0,94911d57e50a4a758da708b99bcfe8b0,2015-12-18,77000.0,2015,12,951 days 00:00:00.000000000,70-79,70k-79k
1.0,37.0,a2581535c17747378c5c34d3a5775e88,2017-10-27,40000.0,2017,10,272 days 00:00:00.000000000,30-39,20k-39k
